date,title,category,page
2026-01-28,"Proceso de Inscripción de Asignaturas, Segundo ciclo, período 2026‐B1/B2 (Ingeniería Comercial, Ingeniería en Diseño, Psicología y Periodismo)","B1,B2",3
2025-12-04,"Periodo de Exámenes Finales Asignaturas Semestrales, período 2025‐S2",S2,3
2025-12-04,Evaluación Docente Cursos Bimestrales ‐ período 2025‐B4,B4,3
2025-12-04,Publicación resultados postulaciones a Intercambios segundo semestre 2026,,3
2025-12-11,"Periodo de Exámenes Finales Asignaturas Semestrales, período 2025‐S2",S2,3
2025-12-11,"Evaluaciones Finales Asignaturas Bimestrales Segundo Ciclo, Período 2025‐B4",B4,3
2025-12-25,FERIADO LEGAL,,3
2026-01-01,FERIADO LEGAL,,3
2026-01-29,Último día para que profesores suban notas finales del semestre de verano a OMEGA,,3
2026-01-29,"Proceso de Inscripción de Asignaturas, Segundo ciclo, período 2026‐B1/B2 (Ingeniería Comercial, Ingeniería en Diseño, Psicología y Periodismo)","B1,B2",3
2025-12-05,"Periodo de Exámenes Finales Asignaturas Semestrales, período 2025‐S2",S2,3
2025-12-05,Evaluación Docente Cursos Bimestrales ‐ período 2025‐B4,B4,3
2025-12-05,Publicación resultados postulaciones a Intercambios segundo semestre 2026,,3
2025-12-12,"Periodo de Exámenes Finales Asignaturas Semestrales, período 2025‐S2",S2,3
2025-12-12,"Evaluaciones Finales Asignaturas Bimestrales Segundo Ciclo, Período 2025‐B4",B4,3
2025-12-19,Último día para que profesores suban notas finales del segundo semestre a OMEGA,,3
2025-12-26,Último plazo para que profesores suban a Omega Syllabus de asignaturas de primer semestre de 2026,,3
2026-01-16,Segunda etapa inscripción de asignaturas estudiantes primer ciclo período 2026‐S1,S1,3
2026-01-16,"Segunda etapa inscripción de asignaturas 2do Ciclo Ingeniería Civil, período 2026‐S1",S1,3
2026-01-30,Fin de semestre de verano,,3
2026-01-30,"Proceso de Inscripción de Asignaturas, Segundo ciclo, período 2026‐B1/B2 (Ingeniería Comercial, Ingeniería en Diseño, Psicología y Periodismo)","B1,B2",3
2025-12-06,"Periodo de Exámenes Finales Asignaturas Semestrales, período 2025‐S2",S2,3
2025-12-06,"Término de Clases Segundo Ciclo, período 2025‐B4",B4,3
2025-12-13,"Periodo de Exámenes Finales Asignaturas Semestrales, período 2025‐S2",S2,3
2025-12-13,"Evaluaciones Finales Asignaturas Bimestrales Segundo Ciclo, Período 2025‐B4",B4,3
2025-12-27,Publicación de Resultados de Solicitudes de Cambio de Sede y cambio de carrera período 2026‐S1,S1,3
2026-01-17,Plazo máximo para la publicación del ICA y Grupo de Inscripción de Cursos 2026‐S1,S1,3
2026-01-17,Último día para postular a la Admision Especial del primer semestre 2026,,3
2026-01-24,"Término de Clases, Semestre de Verano 2026",,3
2026-01-24,Publicación Grupo de Inscripción de Cursos 2026‐B1/B2,"B1,B2",3
